iteration,feature_example,recommended_variant,reward,request_id,processed,count_a,count_b,rolling_reward
817,red,a,1.5,8a02c4d0-6748-4b26-a128-a03aa47ff9d6,1,1,0,1.44
818,blue,b,1.5,831921cb-4c28-4ace-841d-047e28b83484,1,0,1,1.44
819,red,a,1.5,22262602-9444-4685-853b-45262fd6cd59,1,1,0,1.44
820,blue,b,1.5,db5ef279-86f2-4cae-b18e-ce011dbf0b27,1,0,1,1.44
821,blue,b,1.5,21e36fd9-e2ea-464d-9baf-07bcba4d06d9,1,0,1,1.44
822,blue,b,1.5,59c6e4c2-b9d8-421a-baf0-c9fb37e7225e,1,0,1,1.44
823,blue,a,1.0,ac8650c5-3753-442b-9a52-7ab7283aa39d,1,1,0,1.43
824,blue,a,1.0,04d3a43f-8667-441d-a4f7-18880a6d9415,1,1,0,1.42
825,blue,b,1.5,3f9b289d-d397-4b73-970d-a1d632ba8bf2,1,0,1,1.42
826,blue,b,1.5,63f7fb7e-7ea5-498a-afa5-5ea39af2938f,1,0,1,1.42
827,blue,b,1.5,06bc6e64-489e-44ae-9281-9464caafca82,1,0,1,1.43
828,red,a,1.5,d5939416-775d-4d56-8922-ed21fd0e7b2d,1,1,0,1.43
829,red,a,1.5,446a6482-9498-42a3-b2db-87ed14298396,1,1,0,1.43
830,blue,a,1.0,c71f391e-53f3-4de6-8b00-8fd75decb519,1,1,0,1.42
831,red,a,1.5,8416c0e8-1c29-4f42-b743-f59f85dd7787,1,1,0,1.42
832,blue,b,1.5,6531f094-261b-43d4-8b21-3efcb0cdecd8,1,0,1,1.42
833,blue,b,1.5,16e623de-1954-4439-8147-80924f2d415c,1,0,1,1.42
834,blue,b,1.5,e920a360-8f68-41e4-afa7-1ab9e5df0c73,1,0,1,1.42
835,red,a,1.5,c7266ab4-d5df-487e-aa21-da874e1fe830,1,1,0,1.42
836,red,a,1.5,ade0099a-9e97-431e-9f1e-2be43d104b6a,1,1,0,1.42
837,blue,b,1.5,d0444f20-38b6-4a8e-ab70-08c0757c4e6e,1,0,1,1.42
838,red,a,1.5,670eab60-d305-4ecb-b853-90559e5f49ef,1,1,0,1.42
839,red,a,1.5,09f3c171-f33c-42c2-81a2-abeb8ded7b50,1,1,0,1.42
840,red,b,1.0,a8c47547-25dc-4e62-976a-4f1b192037e4,1,0,1,1.42
841,red,a,1.5,667caa63-36a5-41bf-98e6-a8b4728d7f53,1,1,0,1.42
842,blue,b,1.5,b5938161-4674-4782-b2fa-a20f31a600d3,1,0,1,1.42
843,blue,b,1.5,f73aee5f-2693-4c2a-932a-07a43875ed50,1,0,1,1.42
844,red,a,1.5,063d8bda-a7a3-43e2-9ac5-196ff9fdcbb4,1,1,0,1.43
845,blue,b,1.5,617ec966-6ffa-4a06-b8ef-acd5adc7f9ad,1,0,1,1.43
846,blue,b,1.5,9c1466a7-c5f2-42f6-8494-672e5552e8b2,1,0,1,1.43
847,red,a,1.5,5be77e05-ff9c-4c8b-8196-198dd5c7fbad,1,1,0,1.43
848,blue,b,1.5,b08130c3-818c-4d9c-866c-bd5c0cf30364,1,0,1,1.43
849,blue,b,1.5,880c628a-7e59-4940-b9b0-6cc0459de633,1,0,1,1.43
850,blue,b,1.5,08c2b407-c69b-43f6-8045-da25a835d3f2,1,0,1,1.43
851,blue,b,1.5,68d6cbd6-26cc-4534-9dd3-8723c3688209,1,0,1,1.44
852,blue,a,1.0,4c8e16a4-8cf8-40d0-bec9-405b7cfe27ea,1,1,0,1.43
853,red,a,1.5,e7b5d399-258c-4dc8-8435-a4bb0e06c2ff,1,1,0,1.44
854,blue,b,1.5,d8487e82-17a3-477e-87f9-b9a108f1a9a8,1,0,1,1.44
855,red,a,1.5,551df182-2802-4e5f-857c-104f2b262c5f,1,1,0,1.44
856,blue,b,1.5,c5647153-3439-4141-8e81-6175633d1184,1,0,1,1.44
857,blue,b,1.5,a567bbfd-0dc4-483c-92ac-82bc53870c22,1,0,1,1.44
858,blue,b,1.5,e16b503a-d363-4f8b-b4d1-5e5bbccf6e2c,1,0,1,1.44
859,red,b,1.0,06becde8-5978-41a6-9b3c-2b8672497be3,1,0,1,1.44
860,blue,b,1.5,7eef3c5b-3aa6-4a02-99b1-53460e0d2730,1,0,1,1.44
861,blue,b,1.5,ff518439-fe39-4523-a126-41741e36dbec,1,0,1,1.44
862,blue,b,1.5,79811fe8-45e0-403f-9c78-716ee3dbff5e,1,0,1,1.44
863,blue,b,1.5,5ea86066-a269-4de7-8586-a9e752d9b64f,1,0,1,1.44
864,red,a,1.5,4445cf2e-b973-41e4-8dcf-f9ce7a226144,1,1,0,1.44
865,blue,a,1.0,2a8f8194-bfe6-43e5-9810-40c5f26fb97d,1,1,0,1.43
866,blue,b,1.5,7991eb70-c485-4c54-9957-e12f4df049e9,1,0,1,1.43
867,red,a,1.5,060af9a2-63ab-489d-ab7f-b3d1167278a9,1,1,0,1.43
868,red,b,1.0,feffbeae-a721-483d-b826-39b488aec070,1,0,1,1.42
869,blue,b,1.5,dfd1b36a-9c55-449d-9794-19ea8d436665,1,0,1,1.42
870,blue,b,1.5,ce32582a-0faf-4433-b665-c0df08e3fd68,1,0,1,1.42
871,blue,b,1.5,cfe96c61-a0d5-479e-892b-ee39e9f7a92c,1,0,1,1.42
872,red,a,1.5,152894fd-6ee4-4c23-9a17-c6c6fe6148a1,1,1,0,1.42
873,red,a,1.5,da2f2ebb-8813-4ef1-b227-d8e2b2821a1e,1,1,0,1.43
874,red,a,1.5,9db3fc5d-1b75-46c1-94c3-9ee2a97f9913,1,1,0,1.44
875,blue,b,1.5,75ac5d4b-037a-41fe-9d6c-399ac14bad68,1,0,1,1.44
876,red,a,1.5,c8be53d3-b4b5-4681-9057-5060be5a663f,1,1,0,1.44
877,red,a,1.5,d447259d-38bd-4a35-893b-824c78633b8a,1,1,0,1.44
878,red,a,1.5,407656ca-5006-4177-b26c-0615a6220f5e,1,1,0,1.44
879,red,a,1.5,aa36d301-4183-48e0-99be-4c07633382ad,1,1,0,1.44
880,blue,b,1.5,d87740db-4932-4b2e-8e66-9f60d446bd81,1,0,1,1.45
881,blue,a,1.0,d32523f4-1d73-41e5-9f49-284da08f46ca,1,1,0,1.44
882,blue,b,1.5,c1209bf3-775d-44f2-9bed-4f85737e0c7e,1,0,1,1.44
883,red,a,1.5,7645801f-ae54-4e75-97c7-66c1ccc6f606,1,1,0,1.44
884,red,a,1.5,99054bee-7403-4694-92d3-3e4201f25204,1,1,0,1.44
885,red,a,1.5,970821b7-007c-48ba-95c5-017bc8ebdeed,1,1,0,1.44
886,red,a,1.5,fe2ee37e-2763-4dd2-a97c-1b722db49f9f,1,1,0,1.44
887,blue,a,1.0,f7c1a19d-3907-4350-937d-41da41b91c60,1,1,0,1.43
888,blue,b,1.5,74c6f028-f85a-4a33-a048-9912cb3b5030,1,0,1,1.43
889,blue,b,1.5,ad270755-ffd0-4248-a5b7-aefc0ad4493b,1,0,1,1.43
890,red,a,1.5,d7b255d9-7f23-4d58-9d83-b02c5f5e7a40,1,1,0,1.44
891,red,a,1.5,15c75e7f-d9e0-401e-b972-4cb3a68a7585,1,1,0,1.44
892,blue,b,1.5,1d95831c-0c5c-4fac-9a98-4da48e71af92,1,0,1,1.44
893,blue,b,1.5,1e18b7c0-32a5-4ba9-9cab-61e9d0ed0708,1,0,1,1.44
894,blue,a,1.0,9eeba786-91e8-43ae-88bc-1d0a4a29cc76,1,1,0,1.43
895,blue,b,1.5,b21dbaf0-029b-4f29-9d3e-9c3c003c8729,1,0,1,1.43
896,red,a,1.5,d8136a56-27f0-40f6-ba54-7c1f10e971f6,1,1,0,1.43
897,red,a,1.5,ae460a08-6286-40dc-8d89-a6b082082187,1,1,0,1.43
898,red,a,1.5,9fadec08-1717-474a-b458-736a77ef8955,1,1,0,1.43
899,blue,b,1.5,8a6db132-0b6d-4d4b-8302-1ae98cf5a12f,1,0,1,1.43
900,red,a,1.5,a3bd6d04-7b44-4549-8a08-c103f6c27a6c,1,1,0,1.43
901,red,a,1.5,ed3c2418-e139-44d8-820b-3d0e6ff72fd0,1,1,0,1.43
902,blue,b,1.5,81343e92-2d59-42d0-9044-e29fc608b896,1,0,1,1.44
903,red,a,1.5,8f881a8e-6fbd-49f0-852a-c04da0694323,1,1,0,1.44
904,blue,b,1.5,a0f233aa-ba69-41f3-addd-66ca029e3019,1,0,1,1.44
905,blue,b,1.5,f08726a9-16cb-419f-aa86-3ecd633e520c,1,0,1,1.44
906,blue,a,1.0,c3bec5a2-992d-4fe5-902f-564ca2f1e026,1,1,0,1.43
907,blue,b,1.5,013ddb92-e8ba-43e0-b0fa-98f82a993f2d,1,0,1,1.43
908,blue,b,1.5,d068bf8e-19ed-4a4d-91f1-62ba3dd7e775,1,0,1,1.43
909,blue,b,1.5,06a91b29-13bc-47e2-9026-caa60e6c117a,1,0,1,1.44
910,red,b,1.0,09c9b4ce-4547-47ba-a787-40a89605a219,1,0,1,1.43
911,blue,b,1.5,aa1be9c6-13aa-4433-89aa-aba1bff889fe,1,0,1,1.43
912,red,a,1.5,077ab2c5-e6a1-481e-b867-e05e71d623c4,1,1,0,1.43
913,red,a,1.5,78e65de4-1846-4f21-baa6-66cc8b49db55,1,1,0,1.43
914,blue,b,1.5,dd1a959a-7bf2-49fb-9212-829df0099c5a,1,0,1,1.43
915,red,a,1.5,7e4308c3-9002-41ea-9140-3a72c342f994,1,1,0,1.44
916,red,a,1.5,5993d236-b67f-4d0f-af68-2acfc62d0bc1,1,1,0,1.44
917,blue,b,1.5,a609520e-6c4e-450a-ab61-e97f2390a00d,1,0,1,1.44
918,red,a,1.5,e07ca35c-ec09-4ef2-b104-67e6755580b6,1,1,0,1.45
919,red,a,1.5,bd5d7613-25de-48bc-aed5-c820319472fe,1,1,0,1.45
920,blue,a,1.0,64f363a8-d0c1-445f-a5f3-24fa44b26fb2,1,1,0,1.44
921,blue,a,1.0,5f8cd07b-43b8-4e63-9486-b4d11fb94605,1,1,0,1.43
922,red,a,1.5,6638f7b8-f647-49e7-8bbc-ce389cc150c2,1,1,0,1.43
923,red,a,1.5,afe87f3a-4413-4fe6-895b-1b3ddc432a6b,1,1,0,1.43
924,blue,b,1.5,3cf694e8-f0e9-4681-8a01-6f63f5c3add9,1,0,1,1.43
925,blue,b,1.5,12ceb30e-44b3-435d-bfee-d2871098a537,1,0,1,1.43
926,blue,b,1.5,834ecb51-39e3-4228-bcd9-f48faf06199f,1,0,1,1.43
927,blue,b,1.5,ae1445ea-8f8c-4e4e-804c-ed67c8e4d012,1,0,1,1.43
928,red,a,1.5,57657c2f-ea23-49ee-8818-1169b2516d82,1,1,0,1.43
929,red,b,1.0,b9f3f90d-dc77-49f7-bcd1-4717ec4fb369,1,0,1,1.42
930,red,a,1.5,7d7b8d5f-b3cb-42fe-8836-5c815f7cc73c,1,1,0,1.42
931,blue,a,1.0,0af7efd2-ca38-4224-a8b6-65f60b6b9279,1,1,0,1.42
932,red,a,1.5,b7e43568-20fc-43e2-85d8-e477ac438fca,1,1,0,1.42
933,red,a,1.5,15d0adf7-2cb3-4d3e-8b19-9dccbf30aa42,1,1,0,1.42
934,blue,b,1.5,8acf2d6d-c67e-4a13-b399-a1cfe48d2beb,1,0,1,1.42
935,red,a,1.5,91dddcad-edf2-45e7-8d65-fe79c11cdae6,1,1,0,1.42
936,red,a,1.5,67e19b3e-821e-48d0-b07e-b4278aa9f865,1,1,0,1.42
937,blue,b,1.5,36677bd3-e2e1-4418-9c1a-13950d0adc77,1,0,1,1.43
938,red,a,1.5,e3ff500e-49f5-4bed-a26d-11b3436f8663,1,1,0,1.43
939,blue,b,1.5,13d62d29-0a45-468a-92ff-9dadb150a918,1,0,1,1.43
940,red,a,1.5,af061813-814e-418b-b3ad-0c52a0530909,1,1,0,1.43
941,blue,a,1.0,8bfeaf7f-83b9-42c0-bf89-ecc209058dfe,1,1,0,1.42
942,blue,b,1.5,cf5ffd0e-02de-4943-8679-5c1dc8df371c,1,0,1,1.42
943,blue,b,1.5,36980176-ed57-48d7-a102-bed8e946f540,1,0,1,1.42
944,red,a,1.5,d99f3530-9cd0-49c6-8c7a-576644277791,1,1,0,1.43
945,red,b,1.0,bcd8636b-be9c-4aa8-8914-5a28d15d16f1,1,0,1,1.42
946,blue,b,1.5,c67d7fdd-e23f-4f54-a680-9df5a945bdb5,1,0,1,1.42
947,blue,b,1.5,b2a9f609-ac2c-4513-ab61-3db46213b575,1,0,1,1.42
948,red,a,1.5,0b5c2e42-e5ba-4995-8f20-1a9eebbf9f7c,1,1,0,1.42
949,red,a,1.5,5399266b-df92-41f1-8964-cbc1e5bdaa97,1,1,0,1.42
950,red,a,1.5,871c4204-63d4-4f9b-82ff-b856a5ef8abd,1,1,0,1.42
951,blue,b,1.5,92fc95f8-0184-4603-89bf-bbd920d4e018,1,0,1,1.42
952,blue,b,1.5,e0e17a51-782f-4f22-a990-8749c7b4928b,1,0,1,1.42
953,blue,a,1.0,234debf2-750f-401a-9791-de3a76e2cd47,1,1,0,1.41
954,red,a,1.5,2de8e1d1-eadf-48c8-a7f0-98727c82ffcb,1,1,0,1.41
955,red,b,1.0,0631b101-b30b-4d8a-86f8-e6a83d128848,1,0,1,1.4
956,red,a,1.5,913a922c-274b-4fb1-8f3b-c23773d4fe57,1,1,0,1.41
957,red,b,1.0,daaa445e-ec63-4f98-a27a-a518aa585d2f,1,0,1,1.4
958,red,a,1.5,d6b04b54-1569-4d17-94e3-4da129d44412,1,1,0,1.4
959,blue,b,1.5,5606863c-78b6-4be5-a87b-73f6d42d127d,1,0,1,1.4
960,blue,b,1.5,37e00b10-a46a-4ef3-9717-62f2792bc6b5,1,0,1,1.41
961,red,a,1.5,3b56d93f-c1c6-4dbe-b0e2-b59ad6ba86d1,1,1,0,1.41
962,blue,b,1.5,1eeeb4d7-e7c3-44b4-b244-76cc121d129f,1,0,1,1.41
963,red,b,1.0,d11c9d9f-7a82-42ed-9eae-71cb020c66d5,1,0,1,1.4
964,blue,b,1.5,057ea652-0eda-44b6-997c-4f48825f6fb7,1,0,1,1.4
965,blue,b,1.5,d087b07b-c346-4726-9111-e4da918f75d1,1,0,1,1.4
966,blue,b,1.5,33f5900c-0354-41b3-9c7c-aeb2d0d48f4e,1,0,1,1.4
967,red,a,1.5,24cd2c05-adfe-474e-aacc-58e5ae5a4ed8,1,1,0,1.4
968,red,a,1.5,c9088d2b-9c72-4767-b2aa-300a2e6620c5,1,1,0,1.4
969,red,a,1.5,1df546df-7a3c-4210-ad1d-dfbaf3d563d1,1,1,0,1.4
970,red,b,1.0,e6d77c5e-8c82-42bf-b350-4590b536b221,1,0,1,1.4
971,blue,a,1.0,06223824-e70d-4bcb-ad08-bc74a566ecd3,1,1,0,1.4
972,red,a,1.5,1e436459-a97d-43c4-b380-bde83322e9e3,1,1,0,1.4
973,blue,b,1.5,de825cc5-94b4-4961-86e9-b63cbf88a503,1,0,1,1.4
974,red,a,1.5,786271bf-fb85-418b-950f-1544f4daf5a8,1,1,0,1.4
975,red,a,1.5,c04a1240-d2c5-4a87-ab17-a99b7651e4a7,1,1,0,1.4
976,blue,b,1.5,9940c25d-4bde-4a22-b96c-fbb88dc427a8,1,0,1,1.4
977,red,a,1.5,66c928f3-f6ee-42f5-b3de-f9d11484b69a,1,1,0,1.4
978,blue,b,1.5,4b6bc3a5-c857-47c3-8aed-d198d00719e1,1,0,1,1.4
979,red,a,1.5,f738ef6d-ac3a-47ae-be51-0e21c4fcd313,1,1,0,1.41
980,red,a,1.5,90fa8f7b-dc65-406f-ba64-5fb18d1ea411,1,1,0,1.41
981,red,a,1.5,63a5eb1f-4455-4f08-8427-3b05912ed909,1,1,0,1.42
982,red,a,1.5,815d355b-79d2-4f43-894b-d7a7b02edc13,1,1,0,1.42
983,blue,b,1.5,77b2a5b1-90e2-466d-b7ac-27787b167b96,1,0,1,1.42
984,red,b,1.0,d0fe11f7-76df-4292-975a-1976bb616c0d,1,0,1,1.41
985,blue,b,1.5,969fc218-bccd-4a83-a754-a5f905800fda,1,0,1,1.41
986,red,a,1.5,9dcb8a0a-6d0a-457d-858a-67b371ae382e,1,1,0,1.41
987,blue,b,1.5,04675212-ef26-4eeb-9328-987a6a1f801c,1,0,1,1.41
988,red,a,1.5,63df6a49-d3d8-44aa-93ac-2094299716cd,1,1,0,1.41
989,blue,b,1.5,9cf85659-1965-45b8-a93e-26c9d120ecaf,1,0,1,1.41
990,blue,b,1.5,d9d29990-90e4-4cc0-bafd-d6507c5b54b7,1,0,1,1.41
991,red,a,1.5,69a7e840-0f51-4982-ab4a-28e65c8048af,1,1,0,1.42
992,blue,b,1.5,e2c3a995-ab10-4b31-8117-58dd0607339e,1,0,1,1.42
993,red,a,1.5,1fbd497e-2a04-4851-b33a-5db010302f4f,1,1,0,1.42
994,blue,b,1.5,2db5417d-09d0-4962-937b-716d4bd6394c,1,0,1,1.42
995,red,a,1.5,5f3faaa7-6262-4e4e-bf3c-48f98db794be,1,1,0,1.43
996,red,a,1.5,e762a15d-a5e9-4355-ae19-d7b69c69bbc3,1,1,0,1.43
997,red,a,1.5,dd8f1538-f618-4aa4-a38e-08e0ad72ad3a,1,1,0,1.43
998,red,a,1.5,4f24fd73-bae5-45d5-b958-d30be19635a6,1,1,0,1.43
999,red,a,1.5,e7dd9fea-5a91-4769-980e-9e45f1896e36,1,1,0,1.43
1000,red,b,1.0,37397d2e-0713-4c67-8385-14b988ca7924,1,0,1,1.42
1001,blue,b,1.5,d39b5783-c464-4bba-8cc9-7909abec9969,1,0,1,1.42
1002,red,a,1.5,19210af5-9c80-4f52-8fb5-484617a382d5,1,1,0,1.42
1003,red,b,1.0,9cc00dbd-7703-44df-9240-a0b29f3dba04,1,0,1,1.42
1004,blue,a,1.0,65f6bba0-d907-49cd-a5ab-7560031c3ace,1,1,0,1.41
1005,blue,b,1.5,db265e12-1902-4e9a-94cd-bea204ce0e77,1,0,1,1.42
1006,blue,b,1.5,c75f79ee-4ac4-4740-bfcd-a8185de3916f,1,0,1,1.42
1007,red,a,1.5,42182616-b8e0-4b6e-ae20-6a48048567fd,1,1,0,1.43
1008,red,a,1.5,bc5cba65-56fa-4750-b9d5-97e58dba30bd,1,1,0,1.43
1009,red,a,1.5,f2fc9bfa-ed2b-4338-8b4f-e7a60301b4af,1,1,0,1.43
1010,blue,a,1.0,eff1f730-6e3e-4f1e-823e-45aa41229975,1,1,0,1.42
1011,blue,a,1.0,1d93f267-4740-42be-ac26-ae3afbbe819a,1,1,0,1.41
1012,blue,b,1.5,782fd6a5-aa8d-4f61-8598-e592daaeafc9,1,0,1,1.41
1013,blue,b,1.5,5e8768ae-1149-46b1-b125-5e998c8f6f0b,1,0,1,1.42
1014,blue,b,1.5,9a6ef6fa-0fa0-4d49-b02d-c0411dd2c6f0,1,0,1,1.42
1015,red,a,1.5,330484dd-995f-4e39-9f90-5c2994f5400d,1,1,0,1.42
1016,red,a,1.5,385b1da3-3a17-4d39-af0a-38f84aca1277,1,1,0,1.42
1017,red,a,1.5,d095e3dc-d8db-4fd7-9dec-cb8084df3213,1,1,0,1.42
1018,blue,b,1.5,775cfbd1-28d4-4d53-9923-63642e70c0a8,1,0,1,1.42
1019,red,a,1.5,d7c4ab1b-8495-4818-833d-20306985e03e,1,1,0,1.42
1020,blue,b,1.5,ebcacba1-3d19-4709-92be-9a9780b977ac,1,0,1,1.43
1021,blue,b,1.5,c3b26da5-a300-4aed-a458-fb37ca2ff99c,1,0,1,1.44
1022,red,a,1.5,fa0dec9f-0ff2-4029-b965-eb68269f2b26,1,1,0,1.44
1023,blue,a,1.0,6d377aa6-d200-4ca4-b782-563154a31fe0,1,1,0,1.43
1024,red,a,1.5,5e3c9f01-b2fd-4f87-b053-557f93c2e6aa,1,1,0,1.43
1025,red,a,1.5,9f0f6e3a-251a-4377-be88-5bfc57bb197e,1,1,0,1.43
1026,red,a,1.5,cf55d3d7-ba1f-4a45-9b38-1c5e3cbf353d,1,1,0,1.43
1027,red,b,1.0,34569025-d81f-4d7e-b2ec-f460aaea74e0,1,0,1,1.42
1028,red,a,1.5,e8b5804d-b70e-469d-9ba3-06cc23ce1897,1,1,0,1.42
1029,blue,b,1.5,9f7cac94-f5e2-4f5f-bb1d-2da18cf7c222,1,0,1,1.42
1030,blue,b,1.5,170b3412-9d7e-4989-aade-9cc8e7fae0ac,1,0,1,1.42
1031,blue,b,1.5,dc9b7682-8c9d-4dd0-9f3c-80557426183a,1,0,1,1.42
1032,red,a,1.5,1001ab3b-eec5-4f6e-b960-2d07c442d32f,1,1,0,1.42
1033,blue,b,1.5,730810b1-b2ec-44a1-a525-a3caba2e49f2,1,0,1,1.42
1034,red,a,1.5,23d2db96-cecb-423c-926c-713c9e541b06,1,1,0,1.43
1035,blue,b,1.5,3a5ebcb4-cfbb-40d4-ad9f-1a7176f03bbc,1,0,1,1.43
1036,red,a,1.5,2f935558-2172-40b8-8c76-bdc8eb2f29d6,1,1,0,1.43
1037,blue,b,1.5,1df6e784-78bc-4223-9dd4-7bcbb5fe392e,1,0,1,1.43
1038,blue,b,1.5,f98e3493-cd08-43d5-9e14-d351774abee5,1,0,1,1.43
1039,blue,b,1.5,8d85bfcd-2423-4c4e-bb14-b041da8e1abb,1,0,1,1.43
1040,red,a,1.5,93f53770-4d94-4d9e-a283-11103d7e7f1a,1,1,0,1.43
1041,red,a,1.5,d09fa1df-2127-420d-86ac-9c8f7206c7ec,1,1,0,1.43
1042,blue,b,1.5,fa3d2aa1-eb0a-4ae7-8b21-fb820945d615,1,0,1,1.43
1043,red,b,1.0,7b6e3be8-c22b-403e-b036-d4265a487ca9,1,0,1,1.42
1044,red,a,1.5,cb244ab1-af79-481b-a232-8b3fa4f032ac,1,1,0,1.42
1045,blue,b,1.5,1dc5b2ca-0712-4a6a-a750-f7fef50a872f,1,0,1,1.42
1046,blue,a,1.0,cbe3dd81-4027-4f7a-ba23-62d28284a606,1,1,0,1.41
1047,blue,b,1.5,914c4fba-8739-4788-8d4a-0dc1c3aea8eb,1,0,1,1.41
1048,blue,b,1.5,f1d34d7c-8a1a-4416-af8c-9e8007e432f0,1,0,1,1.41
1049,blue,b,1.5,040afb07-9b55-45d8-935a-5039accbc709,1,0,1,1.41
1050,red,a,1.5,7dbad72e-590f-4880-a4e3-96277e844a4b,1,1,0,1.42
1051,red,a,1.5,d0797044-2f31-4b5e-bc0b-82bb94992c5e,1,1,0,1.42
1052,red,a,1.5,f9620bb1-0023-488e-97da-d8400ec4fcc2,1,1,0,1.42
1053,red,a,1.5,70b9d1df-85a3-4b8f-8eeb-a0e65562bee1,1,1,0,1.43
1054,red,a,1.5,b39f7d4e-da3c-490b-be36-b92ef0d5f52a,1,1,0,1.44
1055,red,b,1.0,67a4481e-346b-4bb0-b12d-a42165c23200,1,0,1,1.43
1056,blue,b,1.5,085cc514-6364-407c-9e94-8f114d8c4d3f,1,0,1,1.43
1057,blue,b,1.5,2a78af42-170f-4a82-85ab-7c41e822eb9b,1,0,1,1.43
1058,red,a,1.5,7f6ecb28-eeb5-497b-8e6e-619fe3793420,1,1,0,1.43
1059,blue,b,1.5,f603f82e-6f59-4c16-a4f8-1ba359f4b1a8,1,0,1,1.43
1060,red,a,1.5,b5f722de-4fce-444e-a469-c7dbdf1bad54,1,1,0,1.44
1061,blue,b,1.5,fc9bd9e5-5bb6-490a-ad3f-0ec7b488e2f8,1,0,1,1.45
1062,blue,a,1.0,8f96803b-2024-49ce-9315-c8f16c1f7acb,1,1,0,1.44
1063,blue,b,1.5,f49ff0ac-eab0-47a4-a778-058ad2e2ad74,1,0,1,1.44
1064,red,a,1.5,bb27beb1-f1c5-44cc-bf28-a0d4101e0aba,1,1,0,1.44
1065,blue,b,1.5,cf047185-59c8-4871-988a-f945c064c50a,1,0,1,1.44
1066,blue,b,1.5,4b8ddde2-219d-4f9e-b1b3-8b028f065946,1,0,1,1.44
1067,red,b,1.0,44fbb3d9-59f9-4f00-bd8a-5f0737294326,1,0,1,1.43
1068,red,b,1.0,9d5e1bc4-1712-4349-a9c9-93d94c9e4c7e,1,0,1,1.42
1069,blue,b,1.5,43f8f87b-af13-4a27-9b3d-54047ee4cc7d,1,0,1,1.42
1070,red,a,1.5,e9fe3697-c8e8-4385-8dce-1e2f8c34ab63,1,1,0,1.42
1071,red,a,1.5,2e3748c2-013c-4a17-805d-6f35e3afef27,1,1,0,1.42
1072,blue,b,1.5,1801dad4-f4c7-4aca-bc79-b1ae4b3e32cb,1,0,1,1.42
1073,blue,a,1.0,7a39db9a-5dfe-4c8e-a1ab-1e9745abad8b,1,1,0,1.42
1074,red,a,1.5,be88c172-43c9-48fc-b8e7-49a52278efd1,1,1,0,1.42
1075,red,a,1.5,2089fe48-590d-4ac5-9c91-4e4f91ef1637,1,1,0,1.42
1076,blue,b,1.5,549789e2-eca9-46b2-b370-e72f46407bdc,1,0,1,1.42
1077,red,a,1.5,4ac213a2-dbf1-496a-b841-deb93c1f868e,1,1,0,1.43
1078,red,a,1.5,c55fe644-6ddf-4ce1-8db8-adb4603504b1,1,1,0,1.43
1079,red,a,1.5,af507535-7d64-4268-a863-256e6b44a26e,1,1,0,1.43
1080,blue,b,1.5,2328546d-97d2-4b21-b384-9349965dad89,1,0,1,1.43
1081,red,b,1.0,8f3c0b72-5f69-4294-a23a-6e524ae3340e,1,0,1,1.42
1082,blue,b,1.5,9f8672fa-cfc2-4ab3-9969-d0c24b66cc3c,1,0,1,1.42
1083,red,a,1.5,f6d04d25-dbae-423d-8bd5-8bb4fb2ca2de,1,1,0,1.42
1084,red,a,1.5,39e56cbf-4c20-477a-aed9-f367972f46bb,1,1,0,1.42
1085,red,a,1.5,33ae704a-181d-4f4f-bf48-ab936626b834,1,1,0,1.42
1086,red,a,1.5,9f9e3036-660f-42f8-8197-47617728a0e0,1,1,0,1.42
1087,blue,b,1.5,daaaf247-c839-4cd1-9a37-ac0659419e32,1,0,1,1.42
1088,red,b,1.0,d658f996-6b4a-4197-b0e3-e18a3ab01b5e,1,0,1,1.41
1089,blue,b,1.5,9f74d2ae-ba67-494e-b7ef-f2e3d4048502,1,0,1,1.41
1090,red,a,1.5,885e9dbe-6a6e-4c43-a8d9-a80c53acf51c,1,1,0,1.41
1091,red,b,1.0,f19cb2d8-1806-46e3-b699-04a93df881fc,1,0,1,1.4
1092,red,b,1.0,bddd793d-ac2e-4720-9b86-fdb3549d08dd,1,0,1,1.39
1093,blue,b,1.5,efa005e4-fb21-4a10-8b15-9adfcc1a682f,1,0,1,1.4
1094,blue,b,1.5,2320d2f8-ad22-40a3-94e0-96e17b743fe9,1,0,1,1.4
1095,red,a,1.5,864ac966-853d-4598-aea6-f5b9c37d4193,1,1,0,1.4
1096,blue,b,1.5,6e3426b6-2908-4f45-87b3-f082364b2cc3,1,0,1,1.41
1097,red,a,1.5,92309591-ee29-432a-a112-be73a9278f9c,1,1,0,1.41
1098,red,a,1.5,26572e5e-eb1c-4c56-b336-79bda54dc215,1,1,0,1.41
1099,blue,b,1.5,172a982b-007e-4d9d-be8e-36a168f91225,1,0,1,1.41
1100,red,b,1.0,3e1cc80b-f9a9-4bb9-9111-98194836c553,1,0,1,1.4
1101,blue,b,1.5,d2429910-f57f-4fb9-93b4-758443ccdc03,1,0,1,1.4
1102,blue,b,1.5,f2730abd-9f56-4435-9748-620aec7aa6ad,1,0,1,1.4
1103,red,a,1.5,1363dd99-f283-4381-9684-baa5ee28d7c4,1,1,0,1.4
1104,blue,b,1.5,f46c68c8-0bdd-408e-92a2-42c0452d05c1,1,0,1,1.4
1105,red,a,1.5,b0badb2b-21a6-498a-826c-2524530f0298,1,1,0,1.41
1106,blue,b,1.5,f73f3016-720a-4410-9301-82f3dce425ce,1,0,1,1.41
